Order ID,Order Date,State,Region,Category,Product,Segment,Sales,Profit,Discount,Units Sold
9105,2023-04-19,West Bengal,South,Electronics,Bose Headphones,Consumer,29704.15,1730.13,0.04,7
9106,2024-08-03,Delhi,South,Electronics,Bose Headphones,Corporate,44011.55,3302.04,0.46,6
9107,2023-02-23,Telangana,North,Electronics,Laptop,Corporate,36756.29,4396.97,0.3,9
9108,2023-08-31,Tamil Nadu,North,Apparel,Jeans,Consumer,20716.39,1638.59,0.18,9
9109,2024-07-17,Tamil Nadu,South,Home Appliances,Microwave,Consumer,45931.78,5354.94,0.39,8
9110,2024-06-20,Telangana,East,Electronics,Laptop,Corporate,12489.7,2526.36,0.15,7
9111,2023-11-26,Maharashtra,North,Electronics,Tablet,Corporate,13924.56,2523.87,0.14,9
9112,2024-01-05,West Bengal,South,Electronics,Bose Headphones,Corporate,24715.68,2810.77,0.37,4
9113,2024-03-28,Tamil Nadu,South,Home Appliances,Mixer,Corporate,48250.46,5811.94,0.19,7
9114,2024-06-30,West Bengal,North,Electronics,Echo Dot,Consumer,2178.29,161.77,0.04,8
9115,2023-07-31,Karnataka,West,Electronics,Smartphone,Corporate,28105.02,2537.15,0.09,3
9116,2023-02-05,West Bengal,South,Home Appliances,Refrigerator,Corporate,37991.7,2760.17,0.33,8
9117,2023-04-22,Telangana,South,Apparel,Jeans,Consumer,17984.1,2178.14,0.07,6
9118,2023-04-01,Delhi,South,Home Appliances,Microwave,Corporate,14900.69,2570.86,0.09,9
9119,2023-07-13,Telangana,West,Electronics,Bose Headphones,Corporate,27834.1,2491.23,0.1,8
9120,2023-04-30,Karnataka,North,Electronics,Tablet,Corporate,16629.83,1567.34,0.1,4
9121,2023-04-23,Delhi,East,Apparel,Shoes,Corporate,34715.59,3629.7,0.37,3
9122,2023-08-19,Delhi,East,Electronics,Echo Dot,Consumer,2397.99,212.29,0.45,5
9123,2024-07-18,West Bengal,West,Apparel,Shoes,Corporate,49543.89,6508.66,0.22,2
9124,2024-07-11,Tamil Nadu,East,Electronics,Echo Dot,Consumer,19242.14,3804.29,0.13,2
9125,2024-03-16,Telangana,North,Apparel,Jeans,Corporate,6914.34,365.96,0.42,3
9126,2024-03-14,Delhi,North,Electronics,Smartphone,Consumer,825.2,98.98,0.33,6
9127,2024-04-06,Tamil Nadu,North,Apparel,Jeans,Consumer,14082.81,584.34,0.44,7
9128,2023-05-19,Telangana,North,Apparel,Jeans,Consumer,4336.95,555.53,0.4,7
9129,2023-01-11,Maharashtra,South,Electronics,Smartphone,Consumer,47110.77,8397.0,0.05,8
9130,2023-11-01,West Bengal,West,Electronics,Bose Headphones,Consumer,47393.82,3331.18,0.34,5
9131,2023-04-13,Karnataka,West,Home Appliances,Mixer,Consumer,21898.95,1739.15,0.44,3
9132,2023-04-23,West Bengal,South,Electronics,Tablet,Consumer,44295.0,2110.01,0.16,7
9133,2024-04-17,Telangana,East,Electronics,Tablet,Consumer,15634.73,818.53,0.47,5
9134,2023-02-28,Maharashtra,North,Home Appliances,Washing Machine,Corporate,42285.82,5770.82,0.16,4
9135,2024-03-29,Telangana,South,Electronics,Echo Dot,Corporate,36268.64,5560.16,0.36,7
9136,2023-03-04,Tamil Nadu,South,Apparel,Shoes,Consumer,9233.84,353.08,0.5,9
9137,2024-06-29,Telangana,East,Electronics,Tablet,Consumer,6399.12,508.22,0.37,7
9138,2024-01-05,West Bengal,South,Home Appliances,Mixer,Corporate,34900.32,1984.29,0.09,9
9139,2023-01-18,Karnataka,South,Home Appliances,Washing Machine,Corporate,32305.22,2776.92,0.26,9
9140,2024-01-03,West Bengal,East,Apparel,Shoes,Corporate,19101.87,2888.12,0.02,3
9141,2024-01-26,Tamil Nadu,South,Apparel,Shoes,Consumer,26179.98,1067.38,0.43,3
9142,2024-03-13,Karnataka,North,Electronics,Bose Headphones,Corporate,13302.08,452.01,0.47,9
9143,2024-04-30,West Bengal,West,Electronics,Smartphone,Corporate,43251.73,7447.26,0.1,1
9144,2023-07-11,Delhi,East,Home Appliances,Mixer,Corporate,37732.09,2242.84,0.16,5
9145,2023-04-22,West Bengal,West,Apparel,Jeans,Corporate,2910.67,625.31,0.13,6
9146,2024-01-01,Karnataka,East,Apparel,Shoes,Consumer,11929.27,1368.0,0.49,8
9147,2023-03-19,West Bengal,North,Apparel,Shoes,Consumer,22324.03,3466.91,0.32,3
9148,2023-02-01,Maharashtra,West,Electronics,Tablet,Corporate,38984.01,1481.42,0.48,2
9149,2023-12-14,West Bengal,East,Apparel,Jeans,Consumer,15899.36,1828.57,0.01,8
9150,2023-03-19,West Bengal,North,Apparel,Jacket,Consumer,9803.94,1464.32,0.26,2
9151,2023-06-14,Maharashtra,South,Electronics,Tablet,Consumer,42352.24,2795.6,0.07,8
9152,2023-06-10,West Bengal,West,Electronics,Laptop,Consumer,30576.37,2346.46,0.25,2
9153,2024-04-13,Tamil Nadu,South,Apparel,Jeans,Corporate,14577.39,966.25,0.42,2
9154,2023-07-29,Maharashtra,East,Electronics,Bose Headphones,Corporate,38977.28,3298.83,0.21,5
9155,2023-02-19,Telangana,West,Apparel,T-Shirt,Corporate,35895.73,2830.57,0.23,6
9156,2024-02-12,Telangana,South,Apparel,T-Shirt,Corporate,4382.31,597.96,0.39,4
9157,2024-06-15,West Bengal,West,Electronics,Smartphone,Consumer,21317.88,830.07,0.46,8
9158,2023-08-08,Delhi,North,Electronics,Tablet,Corporate,17917.25,2415.32,0.33,7
9159,2023-09-14,Telangana,East,Electronics,Laptop,Corporate,10816.68,1840.12,0.1,4
9160,2024-01-08,Telangana,West,Apparel,Jeans,Corporate,13963.99,2125.68,0.01,8
9161,2023-01-11,Delhi,West,Electronics,Bose Headphones,Consumer,45680.8,4475.88,0.39,5
9162,2023-05-26,Tamil Nadu,East,Home Appliances,Washing Machine,Corporate,18026.67,1737.3,0.07,2
9163,2023-01-21,Telangana,West,Electronics,Echo Dot,Consumer,15210.72,958.25,0.42,6
9164,2023-06-03,Karnataka,West,Electronics,Echo Dot,Corporate,18500.79,1286.3,0.28,9
9165,2023-03-24,West Bengal,East,Home Appliances,Mixer,Consumer,37489.47,6005.02,0.3,2
9166,2024-07-15,Tamil Nadu,North,Home Appliances,Refrigerator,Corporate,25336.3,3147.47,0.12,9
9167,2023-06-11,Tamil Nadu,South,Electronics,Smartphone,Corporate,8068.98,824.87,0.38,3
9168,2023-02-18,Telangana,East,Electronics,Tablet,Consumer,15058.52,1180.33,0.27,6
9169,2023-04-15,Telangana,West,Apparel,Jeans,Corporate,18320.55,537.98,0.45,4
9170,2024-08-13,Karnataka,West,Electronics,Echo Dot,Consumer,1697.58,256.39,0.1,9
9171,2023-09-11,Karnataka,North,Home Appliances,Refrigerator,Consumer,1240.14,131.83,0.15,1
9172,2024-05-09,Maharashtra,North,Home Appliances,Washing Machine,Corporate,9020.83,746.45,0.17,5
9173,2023-06-04,West Bengal,North,Home Appliances,Mixer,Corporate,45489.99,6929.91,0.01,1
9174,2023-07-09,Karnataka,West,Electronics,Echo Dot,Corporate,20401.26,2739.93,0.26,2
9175,2024-05-10,Maharashtra,North,Electronics,Smartphone,Consumer,10284.68,1186.81,0.3,2
9176,2023-01-07,Karnataka,West,Apparel,Jacket,Consumer,32330.23,4101.39,0.01,9
9177,2023-08-09,West Bengal,West,Home Appliances,Washing Machine,Corporate,22446.01,1972.58,0.2,3
9178,2024-01-30,West Bengal,East,Electronics,Echo Dot,Corporate,40488.45,2513.49,0.41,6
9179,2024-06-22,Telangana,South,Apparel,Shoes,Consumer,24912.26,4492.32,0.23,5
9180,2024-04-21,Karnataka,South,Apparel,Jeans,Consumer,2106.38,378.1,0.22,5
9181,2023-07-18,Maharashtra,North,Electronics,Tablet,Consumer,26368.45,4090.49,0.23,3
9182,2024-07-08,Delhi,North,Electronics,Laptop,Corporate,22479.81,1916.39,0.44,1
9183,2023-06-06,West Bengal,West,Electronics,Tablet,Consumer,41416.57,5116.24,0.45,2
9184,2023-01-14,Telangana,West,Apparel,Shoes,Consumer,2401.47,352.83,0.37,8
9185,2024-05-29,Maharashtra,West,Electronics,Tablet,Consumer,4171.34,214.38,0.24,8
9186,2024-03-26,Tamil Nadu,East,Apparel,Jacket,Corporate,22918.77,4294.09,0.04,9
9187,2023-03-29,Telangana,West,Apparel,T-Shirt,Corporate,36746.91,1456.61,0.45,9
9188,2023-02-20,West Bengal,North,Apparel,Shoes,Corporate,19690.82,3620.0,0.04,7
9189,2023-07-25,Telangana,East,Electronics,Smartphone,Consumer,48786.43,3499.29,0.11,7
9190,2024-01-27,Maharashtra,West,Home Appliances,Mixer,Consumer,26720.55,1415.34,0.46,8
9191,2024-01-04,Karnataka,South,Apparel,Shoes,Consumer,17274.41,2792.17,0.24,1
9192,2023-07-13,Tamil Nadu,North,Apparel,Jeans,Consumer,42121.15,2841.34,0.33,6
9193,2024-04-03,Tamil Nadu,South,Electronics,Laptop,Consumer,18740.56,2080.65,0.5,5
9194,2024-04-06,Maharashtra,East,Electronics,Bose Headphones,Consumer,28401.59,1566.73,0.28,5
9195,2023-09-14,Maharashtra,North,Home Appliances,Mixer,Corporate,20971.21,2108.26,0.45,1
9196,2023-01-09,West Bengal,North,Apparel,Jeans,Corporate,16291.0,1683.9,0.4,2
9197,2023-10-18,Karnataka,North,Apparel,Shoes,Corporate,20257.66,2055.17,0.49,8
9198,2023-05-05,West Bengal,South,Electronics,Tablet,Consumer,45947.65,5973.94,0.44,7
9199,2024-08-15,Telangana,North,Electronics,Echo Dot,Corporate,19477.24,1929.89,0.05,8
9200,2023-12-15,Maharashtra,East,Apparel,Jacket,Consumer,6787.62,871.73,0.41,6
9201,2023-09-21,Telangana,South,Electronics,Echo Dot,Consumer,10359.29,1674.77,0.13,3
9202,2023-10-14,Delhi,East,Electronics,Echo Dot,Corporate,6961.81,719.57,0.43,9
9203,2023-01-26,Karnataka,East,Apparel,Shoes,Corporate,38027.82,6220.44,0.34,6
9204,2023-02-28,Delhi,North,Electronics,Echo Dot,Consumer,8109.97,449.05,0.3,5
9205,2024-07-15,Delhi,East,Electronics,Echo Dot,Corporate,37550.45,4330.23,0.37,9
9206,2023-11-08,Maharashtra,East,Apparel,Jacket,Consumer,47588.22,7608.94,0.2,8
9207,2023-04-16,Delhi,North,Electronics,Laptop,Corporate,41696.45,9027.1,0.07,2
9208,2024-03-04,Maharashtra,East,Apparel,Jacket,Consumer,38490.1,4636.62,0.45,1
9209,2024-08-20,Delhi,East,Electronics,Echo Dot,Corporate,43094.86,8207.06,0.03,6
9210,2024-04-07,Maharashtra,East,Electronics,Smartphone,Corporate,38690.08,6448.48,0.19,1
9211,2024-08-15,Karnataka,South,Electronics,Echo Dot,Corporate,9313.14,400.97,0.41,8
9212,2023-07-20,Delhi,East,Apparel,Jeans,Consumer,47363.75,6603.81,0.15,1
9213,2024-07-11,West Bengal,East,Electronics,Tablet,Consumer,5866.69,323.25,0.01,3
9214,2024-05-23,Telangana,North,Apparel,T-Shirt,Consumer,46843.1,4812.63,0.38,9
9215,2023-07-24,West Bengal,West,Apparel,T-Shirt,Corporate,38918.84,4164.57,0.27,8
9216,2024-05-07,Telangana,South,Electronics,Echo Dot,Corporate,27934.92,5366.13,0.03,3
9217,2024-03-19,Karnataka,West,Electronics,Echo Dot,Consumer,3324.07,203.84,0.03,5
9218,2023-12-22,West Bengal,North,Apparel,Jeans,Consumer,38660.21,4549.09,0.27,3
9219,2023-10-12,Maharashtra,East,Apparel,T-Shirt,Consumer,28590.09,5768.6,0.05,5
9220,2024-06-06,Tamil Nadu,South,Apparel,T-Shirt,Consumer,11995.47,818.11,0.45,3
9221,2024-08-14,Telangana,North,Electronics,Tablet,Corporate,31929.92,1211.87,0.34,6
9222,2024-08-13,Telangana,West,Electronics,Echo Dot,Corporate,19237.5,2012.87,0.37,9
9223,2024-03-04,Telangana,North,Apparel,Jeans,Consumer,881.78,131.7,0.4,9
9224,2024-07-30,Maharashtra,North,Home Appliances,Washing Machine,Corporate,31965.16,5905.78,0.08,3
9225,2023-12-07,Karnataka,West,Apparel,T-Shirt,Corporate,24070.24,5474.43,0.03,9
9226,2023-06-17,Maharashtra,South,Home Appliances,Mixer,Corporate,12199.24,608.58,0.04,3
9227,2023-10-25,West Bengal,East,Electronics,Tablet,Corporate,44527.39,3253.17,0.29,6
9228,2024-02-04,West Bengal,West,Apparel,Jacket,Corporate,7320.64,382.63,0.29,5
9229,2023-01-03,Maharashtra,West,Electronics,Tablet,Corporate,31211.75,1669.77,0.37,1
9230,2023-01-26,Maharashtra,North,Home Appliances,Washing Machine,Consumer,22017.97,3680.67,0.0,1
9231,2024-06-28,Delhi,East,Apparel,Jeans,Consumer,41552.47,4163.73,0.22,3
9232,2024-06-07,Delhi,North,Electronics,Bose Headphones,Consumer,37790.76,4578.35,0.34,1
9233,2023-09-16,Maharashtra,East,Apparel,Jacket,Consumer,1198.58,231.35,0.04,3
9234,2023-07-26,Maharashtra,South,Electronics,Laptop,Corporate,44032.18,2225.76,0.12,1
9235,2024-08-05,Maharashtra,East,Electronics,Tablet,Consumer,20247.31,1672.98,0.04,8
9236,2024-08-18,Telangana,East,Apparel,T-Shirt,Consumer,14516.09,939.64,0.05,3
9237,2023-05-12,Tamil Nadu,North,Electronics,Smartphone,Consumer,15040.19,2731.54,0.08,2
9238,2023-08-09,Tamil Nadu,East,Electronics,Laptop,Corporate,35720.98,7662.96,0.08,1
9239,2024-07-04,Telangana,South,Electronics,Laptop,Consumer,13915.52,2383.96,0.11,4
9240,2023-07-20,West Bengal,East,Home Appliances,Microwave,Consumer,28769.14,1210.93,0.42,2
9241,2024-05-04,Delhi,South,Home Appliances,Microwave,Consumer,25407.39,1228.43,0.43,2
9242,2023-01-27,Telangana,West,Apparel,Jacket,Consumer,40695.78,1931.12,0.08,3
9243,2023-10-02,Maharashtra,North,Electronics,Bose Headphones,Consumer,24322.18,3438.3,0.01,1
9244,2023-01-18,Delhi,East,Home Appliances,Mixer,Corporate,5322.42,810.94,0.13,1
9245,2023-10-24,Telangana,South,Apparel,T-Shirt,Corporate,42556.85,1246.22,0.45,8
9246,2023-11-01,Delhi,East,Home Appliances,Microwave,Corporate,8561.98,368.0,0.49,9
9247,2023-10-01,Telangana,East,Home Appliances,Microwave,Corporate,47647.11,6022.68,0.32,7
9248,2024-06-22,Karnataka,West,Apparel,T-Shirt,Consumer,44374.13,8728.4,0.1,2
9249,2024-05-17,Maharashtra,South,Apparel,Jeans,Consumer,27844.39,1520.35,0.2,6
9250,2023-09-08,Telangana,East,Electronics,Bose Headphones,Consumer,42522.95,4066.39,0.42,4
9251,2024-07-12,West Bengal,East,Home Appliances,Refrigerator,Corporate,36747.84,1486.29,0.34,7
9252,2024-07-18,West Bengal,South,Home Appliances,Microwave,Consumer,29458.43,6585.08,0.01,7
9253,2023-08-26,Telangana,East,Electronics,Echo Dot,Corporate,44252.98,1415.13,0.39,2
9254,2024-04-19,Maharashtra,North,Apparel,Shoes,Consumer,49400.82,5421.81,0.3,1
9255,2023-10-29,Tamil Nadu,North,Apparel,Jeans,Consumer,24764.31,2047.77,0.06,5
9256,2023-02-12,Maharashtra,North,Apparel,Shoes,Corporate,23608.77,3010.69,0.1,8
9257,2023-08-19,Tamil Nadu,North,Electronics,Laptop,Corporate,36340.86,4182.65,0.14,5
9258,2024-07-02,West Bengal,West,Electronics,Laptop,Consumer,20779.09,1755.42,0.25,4
9259,2023-03-14,Delhi,North,Electronics,Echo Dot,Consumer,49362.0,4309.17,0.5,3
9260,2023-03-23,Telangana,West,Home Appliances,Microwave,Consumer,2628.8,372.82,0.25,4
9261,2023-09-01,Telangana,West,Home Appliances,Washing Machine,Corporate,15732.9,1385.99,0.43,3
9262,2023-06-23,Telangana,East,Home Appliances,Microwave,Corporate,7886.36,946.04,0.32,6
9263,2023-01-03,Delhi,North,Home Appliances,Refrigerator,Corporate,8589.88,582.8,0.27,3
9264,2024-01-03,West Bengal,West,Electronics,Smartphone,Consumer,10981.82,935.2,0.43,8
9265,2023-02-19,Karnataka,East,Home Appliances,Washing Machine,Consumer,9804.3,2132.57,0.12,6
9266,2023-05-11,Telangana,West,Home Appliances,Washing Machine,Consumer,39363.55,5699.57,0.29,1
9267,2024-08-19,Maharashtra,West,Home Appliances,Microwave,Corporate,43129.09,4138.5,0.02,1
9268,2023-12-21,Telangana,West,Electronics,Smartphone,Corporate,30270.32,5136.1,0.31,3
9269,2023-04-26,Maharashtra,West,Electronics,Echo Dot,Corporate,41455.26,6148.45,0.2,7
9270,2023-12-27,West Bengal,East,Electronics,Laptop,Corporate,21915.78,2080.51,0.23,8
9271,2023-10-26,West Bengal,West,Apparel,Jacket,Corporate,27790.41,5315.38,0.03,5
9272,2024-07-13,Delhi,South,Apparel,Shoes,Corporate,24108.99,2737.77,0.05,1
9273,2023-06-05,Telangana,West,Home Appliances,Mixer,Corporate,18846.64,2554.59,0.3,5
9274,2024-03-22,Tamil Nadu,North,Electronics,Bose Headphones,Corporate,40867.19,3766.72,0.18,4
9275,2024-01-04,Delhi,East,Electronics,Tablet,Consumer,46903.79,5513.11,0.11,6
9276,2024-04-03,Karnataka,West,Electronics,Laptop,Consumer,19884.84,3363.67,0.11,2
9277,2023-02-08,Tamil Nadu,North,Electronics,Smartphone,Consumer,47650.62,4755.36,0.47,4
9278,2024-02-23,Delhi,East,Apparel,Jeans,Consumer,2868.89,348.97,0.35,7
9279,2024-02-09,Tamil Nadu,West,Electronics,Smartphone,Corporate,25931.86,3943.12,0.19,4
9280,2023-06-27,Karnataka,East,Electronics,Tablet,Corporate,23128.69,4816.55,0.07,1
9281,2024-07-25,Tamil Nadu,North,Apparel,Jeans,Corporate,11545.08,1127.97,0.18,1
9282,2024-02-27,Maharashtra,North,Electronics,Tablet,Consumer,23962.78,2239.99,0.35,6
9283,2024-04-03,Delhi,South,Electronics,Bose Headphones,Corporate,8926.52,806.89,0.44,1
9284,2023-03-20,Delhi,South,Electronics,Bose Headphones,Corporate,43207.92,2453.64,0.5,3
9285,2023-10-04,Delhi,South,Electronics,Smartphone,Corporate,12873.82,1558.67,0.49,1
9286,2023-04-02,Telangana,East,Home Appliances,Washing Machine,Consumer,47103.87,4069.14,0.44,8
9287,2023-10-30,Tamil Nadu,South,Home Appliances,Refrigerator,Consumer,19130.59,2558.74,0.45,6
9288,2023-08-28,Delhi,South,Electronics,Bose Headphones,Corporate,37176.26,5708.61,0.1,5
9289,2023-03-11,Telangana,East,Electronics,Bose Headphones,Corporate,24964.15,965.15,0.44,5
9290,2024-01-21,Karnataka,East,Electronics,Laptop,Corporate,11239.37,1758.83,0.28,6
9291,2023-12-24,Delhi,West,Electronics,Bose Headphones,Consumer,30140.02,2350.71,0.35,1
9292,2023-06-13,Karnataka,East,Electronics,Bose Headphones,Corporate,31235.23,2781.98,0.1,3
9293,2024-05-03,Karnataka,South,Home Appliances,Mixer,Consumer,14172.96,2325.5,0.29,8
9294,2024-03-13,Karnataka,South,Apparel,Shoes,Corporate,10911.5,1285.74,0.33,6
9295,2023-02-23,West Bengal,West,Apparel,Shoes,Corporate,28129.61,955.58,0.35,6
9296,2024-08-15,West Bengal,East,Electronics,Echo Dot,Consumer,34017.72,1997.89,0.41,9
9297,2024-05-03,Maharashtra,North,Apparel,Shoes,Consumer,12983.42,2953.63,0.05,5
9298,2023-01-12,Tamil Nadu,East,Apparel,Jacket,Corporate,22890.26,2219.77,0.13,3
9299,2023-03-07,Tamil Nadu,North,Apparel,Jeans,Consumer,7046.11,385.89,0.39,9
9300,2024-01-10,Telangana,West,Home Appliances,Mixer,Corporate,19470.64,2533.88,0.44,3
9301,2024-02-01,Maharashtra,South,Apparel,Shoes,Corporate,36681.28,2542.12,0.39,1
9302,2023-04-06,West Bengal,West,Electronics,Echo Dot,Corporate,16022.16,2147.96,0.37,6
9303,2024-05-26,Karnataka,North,Apparel,Jacket,Corporate,28270.62,2670.58,0.27,4
9304,2024-08-15,Delhi,South,Electronics,Tablet,Corporate,13874.19,1970.85,0.43,7
9305,2023-09-06,Maharashtra,South,Apparel,T-Shirt,Corporate,16252.3,787.83,0.27,5
9306,2024-02-03,Tamil Nadu,South,Apparel,Jacket,Corporate,760.24,88.83,0.46,3
9307,2023-04-30,Telangana,North,Electronics,Bose Headphones,Corporate,47405.23,8106.8,0.15,6
9308,2024-02-22,Delhi,West,Electronics,Echo Dot,Consumer,28922.68,3763.22,0.32,8
9309,2023-05-22,West Bengal,East,Apparel,Jeans,Consumer,10709.16,1304.93,0.35,1
9310,2024-03-01,Tamil Nadu,East,Electronics,Smartphone,Consumer,1827.38,154.43,0.14,7
9311,2024-04-22,Tamil Nadu,East,Electronics,Bose Headphones,Consumer,47311.01,2931.65,0.01,9
9312,2024-04-07,Telangana,East,Home Appliances,Microwave,Corporate,14234.0,1393.24,0.29,2
9313,2023-08-21,Telangana,South,Electronics,Smartphone,Corporate,13238.13,1987.48,0.08,8
9314,2024-01-25,Delhi,East,Apparel,T-Shirt,Consumer,31076.16,5047.98,0.08,5
9315,2024-03-28,Karnataka,South,Electronics,Bose Headphones,Corporate,46811.65,6368.06,0.43,1
9316,2024-01-10,Delhi,West,Home Appliances,Microwave,Consumer,4619.38,642.39,0.15,6
9317,2023-06-14,Telangana,South,Apparel,Jeans,Corporate,3095.03,504.24,0.13,8
9318,2024-06-23,Maharashtra,West,Electronics,Laptop,Consumer,47316.16,9807.88,0.16,4
9319,2024-04-10,Telangana,East,Home Appliances,Mixer,Corporate,588.04,53.97,0.02,8
9320,2023-08-20,Delhi,West,Home Appliances,Refrigerator,Consumer,23513.16,3140.62,0.04,8
9321,2023-04-18,Maharashtra,East,Apparel,Jacket,Consumer,19320.04,1571.38,0.41,4
9322,2024-06-12,Maharashtra,West,Electronics,Laptop,Corporate,5047.23,994.94,0.1,4
9323,2024-04-15,Tamil Nadu,East,Apparel,Jacket,Consumer,24029.57,1271.39,0.23,9
9324,2024-02-21,Tamil Nadu,South,Electronics,Laptop,Consumer,5684.38,839.04,0.09,5
9325,2024-06-24,West Bengal,South,Electronics,Smartphone,Consumer,19658.31,1730.91,0.49,4
9326,2024-02-22,Tamil Nadu,East,Apparel,Jacket,Corporate,47017.9,5415.07,0.4,9
9327,2023-01-27,Karnataka,South,Electronics,Tablet,Corporate,47149.8,2335.35,0.13,6
9328,2023-06-11,Karnataka,North,Apparel,Shoes,Consumer,7497.62,502.33,0.11,7
9329,2023-02-05,Tamil Nadu,East,Electronics,Laptop,Consumer,6661.57,708.64,0.15,1
9330,2023-06-23,West Bengal,South,Home Appliances,Mixer,Corporate,21645.5,1501.38,0.23,6
9331,2023-07-30,Maharashtra,West,Home Appliances,Microwave,Corporate,47802.91,4859.63,0.13,8
9332,2023-04-13,Telangana,East,Home Appliances,Refrigerator,Corporate,35928.02,2408.42,0.37,7
9333,2024-08-02,Delhi,North,Electronics,Echo Dot,Corporate,7260.63,949.16,0.36,2
9334,2024-04-23,West Bengal,West,Electronics,Smartphone,Consumer,25091.82,4263.62,0.25,9
9335,2023-01-27,Delhi,South,Electronics,Echo Dot,Consumer,27348.9,2701.47,0.45,3
9336,2023-01-18,Delhi,West,Electronics,Tablet,Corporate,31373.21,3613.0,0.36,6
9337,2023-11-20,Delhi,East,Electronics,Laptop,Consumer,4377.46,754.37,0.01,9
9338,2023-08-14,Telangana,South,Electronics,Laptop,Corporate,6047.8,893.72,0.11,6
9339,2024-04-11,Maharashtra,East,Home Appliances,Microwave,Consumer,29130.2,5954.94,0.02,5
9340,2023-02-28,Tamil Nadu,West,Apparel,Jacket,Consumer,13338.21,401.04,0.42,2
9341,2023-07-29,Telangana,South,Home Appliances,Refrigerator,Corporate,16014.26,2646.85,0.12,2
9342,2024-07-09,Telangana,South,Electronics,Laptop,Corporate,24863.6,3853.35,0.37,9
9343,2024-06-18,Karnataka,West,Apparel,T-Shirt,Consumer,34626.63,7114.29,0.01,4
9344,2023-02-21,Telangana,West,Electronics,Laptop,Consumer,47399.93,3567.69,0.45,4
9345,2024-02-04,Tamil Nadu,West,Apparel,Jeans,Corporate,7297.12,617.35,0.02,1
9346,2024-02-19,Karnataka,East,Electronics,Laptop,Corporate,11583.14,1610.97,0.4,8
9347,2024-06-25,Karnataka,North,Electronics,Echo Dot,Corporate,13225.88,1346.91,0.36,7
9348,2023-06-02,Karnataka,East,Electronics,Echo Dot,Consumer,49178.79,11194.69,0.02,5
9349,2023-07-24,Telangana,West,Home Appliances,Washing Machine,Corporate,8963.34,810.99,0.45,4
9350,2024-03-01,Maharashtra,South,Electronics,Laptop,Consumer,4140.22,570.51,0.44,1
9351,2023-12-26,Telangana,East,Apparel,T-Shirt,Consumer,39410.88,1934.92,0.48,3
9352,2023-05-08,Tamil Nadu,East,Home Appliances,Refrigerator,Consumer,1428.85,292.3,0.03,8
9353,2023-11-24,Maharashtra,East,Apparel,Jacket,Consumer,27721.3,1180.46,0.27,7
9354,2024-05-19,West Bengal,East,Electronics,Laptop,Consumer,34719.46,3109.58,0.06,6
9355,2024-03-22,West Bengal,West,Apparel,T-Shirt,Corporate,47802.64,4350.48,0.48,1
9356,2023-09-23,Tamil Nadu,East,Apparel,T-Shirt,Corporate,43145.45,6710.44,0.07,4
9357,2024-08-19,Tamil Nadu,North,Electronics,Echo Dot,Corporate,2242.59,426.23,0.19,4
9358,2024-05-13,Tamil Nadu,East,Electronics,Laptop,Corporate,18204.38,773.2,0.31,8
9359,2023-05-14,Maharashtra,South,Apparel,Jacket,Corporate,29007.63,1695.5,0.37,5
9360,2024-03-24,Telangana,North,Apparel,T-Shirt,Consumer,39799.29,7617.16,0.2,5
9361,2024-05-22,Karnataka,North,Home Appliances,Washing Machine,Corporate,24696.42,2492.19,0.25,6
9362,2024-05-08,Tamil Nadu,East,Electronics,Bose Headphones,Consumer,11815.96,1525.8,0.21,5
9363,2023-10-11,Telangana,North,Apparel,T-Shirt,Consumer,8824.55,1096.57,0.14,7
9364,2023-06-20,Delhi,West,Electronics,Laptop,Corporate,41068.77,2562.92,0.36,7
9365,2023-10-05,West Bengal,South,Home Appliances,Mixer,Consumer,19446.64,3351.62,0.18,1
9366,2023-03-11,Telangana,East,Electronics,Laptop,Corporate,31724.23,4325.12,0.12,6
9367,2023-02-26,Karnataka,West,Electronics,Echo Dot,Corporate,39068.82,3512.41,0.14,6
9368,2024-07-12,West Bengal,West,Electronics,Bose Headphones,Consumer,45439.91,2124.46,0.36,2
9369,2023-09-19,West Bengal,West,Electronics,Tablet,Consumer,42420.2,3037.67,0.39,2
9370,2023-11-20,Telangana,South,Home Appliances,Refrigerator,Consumer,7102.28,712.49,0.42,8
9371,2023-03-30,Maharashtra,West,Electronics,Bose Headphones,Consumer,40258.12,4275.54,0.43,1
9372,2024-04-25,West Bengal,East,Electronics,Echo Dot,Consumer,37727.07,4155.62,0.3,4
9373,2024-03-04,Maharashtra,East,Electronics,Tablet,Consumer,35658.64,2361.41,0.06,2
9374,2024-01-15,Delhi,East,Home Appliances,Microwave,Corporate,23125.9,3431.48,0.24,9
9375,2024-03-07,Maharashtra,North,Electronics,Bose Headphones,Consumer,20413.0,1211.4,0.46,8
9376,2023-08-21,West Bengal,West,Electronics,Smartphone,Consumer,4747.03,299.17,0.14,9
9377,2023-01-30,West Bengal,South,Home Appliances,Microwave,Consumer,33706.64,3232.19,0.45,2
9378,2023-10-24,Maharashtra,West,Apparel,Jeans,Corporate,19318.76,2842.56,0.35,5
9379,2023-07-28,Maharashtra,West,Electronics,Smartphone,Corporate,4238.15,467.03,0.27,7
9380,2023-05-12,Telangana,East,Electronics,Bose Headphones,Corporate,39815.88,6270.03,0.13,8
9381,2024-08-09,Maharashtra,North,Apparel,Jacket,Corporate,45003.57,5518.74,0.09,2
